1318,716790,11,42
1319,716790,12,16x9
1320,716790,13,NULL
1321,716790,8,68.8
1322,716790,9,9.9
1323,716790,10,LCD
1324,721316,4,500
1325,721316,5,178
1326,721316,6,6.5
1327,721316,1,NULL
1328,721316,2,10000 :1
1329,721316,3,1336x768
1330,721316,7,80
1331,721316,11,32
1332,721316,12,16x9
1333,721316,13,NULL
1334,721316,8,54.2
1335,721316,9,11
1336,721316,10,LCD
1337,721322,4,300
1338,721322,5,170
1339,721322,6,5
1340,721322,1,NULL
1341,721322,2,1000 :1
1342,721322,3,1680x1050
1343,721322,7,51.8
1344,721322,11,22
1345,721322,12,16x9
1346,721322,13,NULL
1347,721322,8,42
1348,721322,9,16
1349,721322,10,LCD
1350,573725,4,500
1351,573725,5,160
1352,573725,6,10
1353,573725,1,HD Ready
1354,573725,2,700 :1
1355,573725,3,1366x768
1356,573725,7,106.3
1357,573725,11,42
1358,573725,12,16x9
1359,573725,13,NULL
1360,573725,8,73.6
1361,573725,9,11.6
1362,573725,10,LCD
1363,721274,4,500
1364,721274,5,178
1365,721274,6,5
1366,721274,1,Full HD
1367,721274,2,50000 :1
1368,721274,3,1920X1080
1369,721274,7,93.6
1370,721274,11,37
1371,721274,12,16x9
1372,721274,13,NULL
1373,721274,8,61.2
1374,721274,9,8.8
1375,721274,10,LCD
1376,592796,4,550
1377,592796,5,NULL
1378,592796,6,NULL
1379,592796,1,HD Ready
1380,592796,2,1200 :1
1381,592796,3,1366x768
1382,592796,7,80.7
1383,592796,11,32
1384,592796,12,16x9
1385,592796,13,NULL
1386,592796,8,55.5
1387,592796,9,12.3
1388,592796,10,LCD
1389,735532,4,500
1390,735532,5,178
1391,735532,6,5
1392,735532,1,HD Ready
1393,735532,2,50000 :1
1394,735532,3,1366x768
1395,735532,7,80.2
1396,735532,11,32
1397,735532,12,16x9
1398,735532,13,SRS TruSurround XT
1399,735532,8,54.5
1400,735532,9,8
1401,735532,10,LCD
1402,727711,4,500
1403,727711,5,170
1404,727711,6,6
1405,727711,1,Full HD
1406,727711,2,20000 :1
1407,727711,3,1920X1080
1408,727711,7,77.6
1409,727711,11,32
1410,727711,12,16x9
1411,727711,13,NICAM סטריאו
1412,727711,8,52.4
1413,727711,9,9.4
1414,727711,10,LCD
1415,716877,4,500
1416,716877,5,176
1417,716877,6,5
1418,716877,1,Full HD
1419,716877,2,50000 :1
1420,716877,3,1920X1080
1421,716877,7,98.6
1422,716877,11,32
1423,716877,12,16x9
1424,716877,13,SRS TruSurround XT
1425,716877,8,66.5
1426,716877,9,19.3
1427,716877,10,LCD
1428,725281,4,450
1429,725281,5,176
1430,725281,6,6.5
1431,725281,1,HD Ready
1432,725281,2,2500 :1
1433,725281,3,1366x768
1434,725281,7,NULL
1435,725281,11,26
1436,725281,12,16x9
1437,725281,13,NULL
1438,725281,8,NULL
1439,725281,9,NULL
1440,725281,10,LCD
1441,719070,4,400
1442,719070,5,170
1443,719070,6,5
1444,719070,1,NULL
1445,719070,2,12000 :1
1446,719070,3,1336x768
1447,719070,7,53.5
1448,719070,11,21.6
1449,719070,12,16x9
1450,719070,13,NULL
1451,719070,8,43.8
1452,719070,9,7.5
1453,719070,10,LCD
1454,737513,4,500
1455,737513,5,178
1456,737513,6,6
1457,737513,1,Full HD
1458,737513,2,50000 :1
1459,737513,3,1920X1080
1460,737513,7,NULL
1461,737513,11,47
1462,737513,12,NULL
1463,737513,13,NULL
1464,737513,8,NULL
1465,737513,9,NULL
1466,737513,10,NULL
1467,742644,4,NULL
1468,742644,5,NULL
1469,742644,6,NULL
1470,742644,1,NULL
1471,742644,2,NULL
1472,742644,3,NULL
1473,742644,7,NULL
1474,742644,11,NULL
1475,742644,12,NULL
1476,742644,13,NULL
1477,742644,8,NULL
1478,742644,9,NULL
1479,742644,10,NULL
1480,734511,4,NULL
1481,734511,5,178
1482,734511,6,NULL
1483,734511,1,Full HD
1484,734511,2,33000 :1
1485,734511,3,1920X1080
1486,734511,7,100.6
1487,734511,11,40
1488,734511,12,16x9
1489,734511,13,NULL
1490,734511,8,64.5
1491,734511,9,11.4
1492,734511,10,LCD
1493,591053,4,300
1494,591053,5,160
1495,591053,6,5
1496,591053,1,NULL
1497,591053,2,800 :1
1498,591053,3,1680x1050
1499,591053,7,NULL
1500,591053,11,22
1501,591053,12,NULL
1502,591053,13,NULL
1503,591053,8,NULL
1504,591053,9,NULL
1505,591053,10,LCD
1506,712424,4,500
1507,712424,5,178
1508,712424,6,5
1509,712424,1,Full HD
1510,712424,2,15000 :1
1511,712424,3,1920X1080
1512,712424,7,93.6
1513,712424,11,37
1514,712424,12,16x9
1515,712424,13,SRS TruSurround XT
1516,712424,8,62
1517,712424,9,9
1518,712424,10,LCD
1519,722711,4,500
1520,722711,5,178
1521,722711,6,5
1522,722711,1,Full HD
1523,722711,2,50000 :1
1524,722711,3,1920X1080
1525,722711,7,115.6
1526,722711,11,47
1527,722711,12,16x9
1528,722711,13,NULL
1529,722711,8,74
1530,722711,9,10.3
1531,722711,10,LCD
1532,744744,4,NULL
1533,744744,5,NULL
1534,744744,6,NULL
1535,744744,1,NULL
1536,744744,2,NULL
1537,744744,3,NULL
1538,744744,7,NULL
1539,744744,11,NULL
1540,744744,12,NULL
1541,744744,13,NULL
1542,744744,8,NULL
1543,744744,9,NULL
1544,744744,10,NULL
1545,708612,4,NULL
1546,708612,5,178
1547,708612,6,6
1548,708612,1,HD Ready
1549,708612,2,30000 :1
1550,708612,3,1366x768
1551,708612,7,10.84
1552,708612,11,40
1553,708612,12,16x9
1554,708612,13,SRS TruSurround XT
1555,708612,8,63.9
1556,708612,9,9.5
1557,708612,10,LCD
1558,741312,4,450
1559,741312,5,NULL
1560,741312,6,NULL
1561,741312,1,Full HD
1562,741312,2,NULL
1563,741312,3,1920X1080
1564,741312,7,96.4
1565,741312,11,40
1566,741312,12,16x9
1567,741312,13,NULL
1568,741312,8,61.2
1569,741312,9,9.3
1570,741312,10,LED
1571,719455,4,NULL
1572,719455,5,178
1573,719455,6,NULL
1574,719455,1,HD Ready
1575,719455,2,10000 :1
1576,719455,3,1366x768
1577,719455,7,82
1578,719455,11,32
1579,719455,12,16x9
1580,719455,13,NICAM סטריאו
1581,719455,8,53.9
1582,719455,9,11
1583,719455,10,LCD
1584,717762,4,500
1585,717762,5,176
1586,717762,6,6
1587,717762,1,HD Ready
1588,717762,2,24000 :1
1589,717762,3,1366x768
1590,717762,7,93
1591,717762,11,37
1592,717762,12,16x9
1593,717762,13,NULL
1594,717762,8,61.1
1595,717762,9,9.9
1596,717762,10,LCD
1597,728062,4,NULL
1598,728062,5,178
1599,728062,6,NULL
1600,728062,1,Full HD
1601,728062,2,50000 :1
1602,728062,3,1920X1080
1603,728062,7,91.7
1604,728062,11,37
1605,728062,12,16x9
1606,728062,13,NICAM סטריאו
1607,728062,8,60.2
1608,728062,9,9.1
1609,728062,10,LCD
1610,740934,4,500
1611,740934,5,176
1612,740934,6,5
1613,740934,1,HD Ready
1614,740934,2,15000 :1
1615,740934,3,1680x1050
1616,740934,7,53.2
1617,740934,11,22
1618,740934,12,16x9
1619,740934,13,NULL
1620,740934,8,34.7
1621,740934,9,6
1622,740934,10,LCD
1623,719736,4,350
1624,719736,5,170X160
1625,719736,6,6
1626,719736,1,NULL
1627,719736,2,1000 :1
1628,719736,3,1680x1050
1629,719736,7,52.9
1630,719736,11,22
1631,719736,12,16x10
1632,719736,13,AV סטריאו
1633,719736,8,40.8
1634,719736,9,6.16
1635,719736,10,LCD
1636,704266,4,500
1637,704266,5,178
1638,704266,6,8
1639,704266,1,NULL
1640,704266,2,4000 :1
1641,704266,3,1366x768
1642,704266,7,66.2
1643,704266,11,26
1644,704266,12,16x9
1645,704266,13,AV סטריאו
1646,704266,8,45.7
1647,704266,9,10
1648,704266,10,LCD
1649,712916,4,500
1650,712916,5,178
1651,712916,6,5
1652,712916,1,HD Ready
1653,712916,2,10000 :1
1654,712916,3,1366x768
1655,712916,7,79
1656,712916,11,32
1657,712916,12,16x9
1658,712916,13,NULL
1659,712916,8,55
1660,712916,9,12.2
1661,712916,10,LCD
1662,737923,4,NULL
1663,737923,5,NULL
1664,737923,6,NULL
1665,737923,1,NULL
1666,737923,2,NULL
1667,737923,3,NULL
1668,737923,7,NULL
1669,737923,11,NULL
1670,737923,12,NULL
1671,737923,13,NULL
1672,737923,8,NULL
1673,737923,9,NULL
1674,737923,10,NULL
1675,732934,4,500
1676,732934,5,176
1677,732934,6,6.5
1678,732934,1,NULL
1679,732934,2,5000 :1
1680,732934,3,1920X1080
1681,732934,7,103.3
1682,732934,11,42
1683,732934,12,16x9
1684,732934,13,NICAM סטריאו
1685,732934,8,68.1
1686,732934,9,11.4
1687,732934,10,LCD
1688,737516,4,500
1689,737516,5,178
1690,737516,6,8
1691,737516,1,HD Ready
1692,737516,2,100000 :1
1693,737516,3,1920X1080
1694,737516,7,105.8
1695,737516,11,42
1696,737516,12,16x9
1697,737516,13,NICAM סטריאו
1698,737516,8,66.5
1699,737516,9,9.4
1700,737516,10,LCD
1701,716553,4,500
1702,716553,5,178
1703,716553,6,5
1704,716553,1,HD Ready
1705,716553,2,40000 :1
1706,716553,3,1366x768
1707,716553,7,80
1708,716553,11,32
1709,716553,12,16x9
1710,716553,13,SRS TruSurround XT
1711,716553,8,54
1712,716553,9,8
1713,716553,10,LCD
1714,705489,4,500
1715,705489,5,178
1716,705489,6,8
1717,705489,1,NULL
1718,705489,2,4500 :1
1719,705489,3,1366x768
1720,705489,7,105
1721,705489,11,42
1722,705489,12,16x9
1723,705489,13,NULL
1724,705489,8,69
1725,705489,9,11
1726,705489,10,LCD
1727,715367,4,NULL
1728,715367,5,178
1729,715367,6,NULL
1730,715367,1,HD Ready
1731,715367,2,30000 :1
1732,715367,3,1366x768
1733,715367,7,66.5
1734,715367,11,26
1735,715367,12,NULL
1736,715367,13,NICAM סטריאו
1737,715367,8,47.9
1738,715367,9,11.9
1739,715367,10,LCD
1740,728361,4,NULL
1741,728361,5,178
1742,728361,6,NULL
1743,728361,1,Full HD
1744,728361,2,80000 :1
1745,728361,3,1920X1080
1746,728361,7,79.8
1747,728361,11,32
1748,728361,12,16x9
1749,728361,13,NICAM סטריאו
1750,728361,8,53.7
1751,728361,9,8.9
1752,728361,10,LCD
1753,721374,4,500
1754,721374,5,176
1755,721374,6,6
1756,721374,1,Full HD
1757,721374,2,30000 :1
1758,721374,3,1920X1080
1759,721374,7,81.9
1760,721374,11,32
1761,721374,12,16x9
1762,721374,13,NULL
1763,721374,8,51.8
1764,721374,9,9.5
1765,721374,10,LCD
1766,721173,4,300
1767,721173,5,170
1768,721173,6,5
1769,721173,1,HD Ready
1770,721173,2,20000 :1
1771,721173,3,1680x1050
1772,721173,7,52
1773,721173,11,22
1774,721173,12,16x10
1775,721173,13,NULL
1776,721173,8,43.5
1777,721173,9,19.3
1778,721173,10,LCD
1779,710935,4,500
1780,710935,5,178
1781,710935,6,5
1782,710935,1,HD Ready
1783,710935,2,15000 :1
1784,710935,3,1366x768
1785,710935,7,91
1786,710935,11,37
1787,710935,12,16x9
1788,710935,13,SRS TruSurround XT
1789,710935,8,61
1790,710935,9,9
